Radius_km,Mass_sol,Central_Pressure_MeV_fm3,Particles_fm_3,is_stable
2.5677478603707744,0.0159884895706827,1.1830941499644645,2.1206807826521444e+55,True
2.631817900815081,0.0172188938408109,1.2450360419443238,2.2845273851526342e+55,True
2.697262205194742,0.0185412977186055,1.310220953917285,2.460710949259208e+55,True
2.7642224770551875,0.0199623020928171,1.3788186769300586,2.650127934250973e+55,True
2.832734799251708,0.0214894192522034,1.4510078915828293,2.853798902490827e+55,True
2.9027313377454607,0.0231303050026439,1.5269766334492711,3.072766622757031e+55,True
2.974343063576888,0.0248931950785021,1.6069227828641104,3.3081545890304093e+55,True
3.047519531128659,0.0267855138383244,1.6910545803538912,3.5609814331448336e+55,True
3.122308512876548,0.0288165175993037,1.7795911690535071,3.832514466759881e+55,True
3.1987008120044145,0.0309963339404224,1.87276316552153,4.124142247348044e+55,True
3.2767246562572496,0.0333355315698999,1.9708132604409256,4.437317653202855e+55,True
3.356433372135664,0.0358439066679189,2.0739968507700524,4.773395661161935e+55,True
3.437795789484612,0.0385328085401024,2.182582704990375,5.133945423222866e+55,True
3.520899550426173,0.0414152051595246,2.296853663183933,5.520760568213642e+55,True
3.6056806835424378,0.0445041344374435,2.417107373763743,5.935652116181396e+55,True
3.6921798087988096,0.0478113278819783,2.543657068776517,6.38026394986472e+55,True
3.780413544714473,0.0513519319479394,2.67683237979694,6.856708669836848e+55,True
3.8704086767162815,0.0551419155614473,2.8169801965388106,7.367220839887937e+55,True
3.9621329891259234,0.0591950124220501,2.9644655704193745,7.913745525234179e+55,True
4.05562473595824,0.0635287828598553,3.119672665430738,8.498756831655753e+55,True
4.150864058427333,0.0681604106854752,3.283005758794818,9.124692557731624e+55,True
4.247868910574917,0.0731078879677801,3.4548902940083783,9.79411625593308e+55,True
4.3466164311725,0.0783895300783448,3.635773989021308,1.050965192704198e+56,True
4.4471294569492645,0.0840255805120493,3.826128002434274,1.127420520277169e+56,True
4.549384448318149,0.0900366429884289,4.026448160753917,1.2090751113993397e+56,True
4.653338935892856,0.096442027608608,4.237256249901702,1.2962111932419264e+56,True
4.759039883205651,0.1032666737682227,4.459101374341104,1.3891902077922092e+56,True
4.86641080025042,0.1105300801788942,4.692561387362884,1.4883021640906414e+56,True
4.975458022121199,0.1182572524415526,4.938244396254127,1.593915198176892e+56,True
5.086153130460368,0.1264713715647412,5.1967903462718255,1.7063758052859872e+56,True
5.198428403931236,0.1351976966955304,5.468872687546542,1.8260625342513284e+56,True
5.312305163359134,0.1444613481466428,5.755200129258417,1.9533557980428157e+56,True
5.42768078010807,0.1542851669319572,6.05651848565442,2.088608679520012e+56,True
5.544551277352791,0.164697339714268,6.373612618715365,2.232252385349845e+56,True
5.662850838250332,0.1757227809397963,6.70730848253296,2.384677639552264e+56,True
5.782517413098107,0.1873877476681852,7.058475274722027,2.546298773085839e+56,True
5.903495115099177,0.1997178594261474,7.428027700471489,2.7175266961163847e+56,True
6.025705604877305,0.212738090886031,7.816928355131853,2.898768826490332e+56,True
6.149075582210107,0.2264746636218209,8.226190231545006,3.090455906265345e+56,True
6.273530034312681,0.2409516159425592,8.656879358647414,3.292994624851902e+56,True
6.398980139336143,0.2561931723913749,9.1101175782195,3.506800569786064e+56,True
6.525329848736699,0.2722224944026777,9.587085467014202,3.73228139685664e+56,True
6.652461045459046,0.2890610941362196,10.089025411876005,3.969828356229301e+56,True
6.780292374254972,0.3067285231060201,10.617244845860426,4.219812144380003e+56,True
6.908701171943682,0.3252436648099671,11.173119653783186,4.482601340736311e+56,True
7.037581863253681,0.3446246970903062,11.75809775606988,4.758561978147119e+56,True
7.166784056571856,0.3648828321652411,12.373702880241105,5.047967920770137e+56,True
7.296190342941158,0.3860328044526968,13.021538529856846,5.351150923439032e+56,True
7.42566727687789,0.4080827927886796,13.703292161258233,5.6683557124241495e+56,True
7.555085160788437,0.4310394028678621,14.420739578986256,5.999811616623416e+56,True
7.684248025146948,0.4549035657408027,15.175749561326311,6.34567168679664e+56,True
7.813052746652962,0.4796765893114741,15.970288728026894,6.706101296558184e+56,True
7.941326911219372,0.5053557138581904,16.806426662872028,7.081212358873546e+56,True
8.068913485966874,0.5319300004091569,17.68634130445009,7.4710013904606924e+56,True
8.195635589108882,0.5593859721870613,18.612324619161026,7.875431642999734e+56,True
8.321343618400745,0.5877089219278062,19.58678857123859,8.294451150236676e+56,True
8.445828994126837,0.6168746017155187,20.61227140533804,8.727868311049403e+56,True
8.568973750481755,0.6468608836236016,21.69144425805428,9.175525105257944e+56,True
8.69056930970799,0.6776339429421228,22.827118115591254,9.63708625244874e+56,True
8.810445539575394,0.7091574513567225,24.022251135706327,1.0112176775035694e+57,True
8.928445274655772,0.7413943463873646,25.279956353000948,1.060040799641954e+57,True
9.044398958737606,0.7742997902643161,26.60350978762848,1.1101267447287056e+57,True
9.158107600807313,0.8078199183321388,27.996358978540275,1.1614096234562453e+57,True
9.269433507329362,0.8419054258250401,29.46213196349693,1.2138297486797809e+57,True
9.378187170286605,0.8764942954622128,31.004646729235724,1.267306654160944e+57,True
9.484222991855663,0.9115269160164786,32.6279211564094,1.3217622575527008e+57,True
9.58739432877,0.9469380910616914,34.33618348520077,1.3771083757899012e+57,True
9.687517037903817,0.9826556195864784,36.13388332887333,1.4332440015481806e+57,True
9.784484303389464,1.0186107040202443,38.025703263945466,1.490071743124957e+57,True
9.878145870449934,1.0547270851682236,40.01657102717827,1.5474802194273294e+57,True
9.968369895260526,1.090927535654066,42.11167235114679,1.6053542181315528e+57,True
10.055037315297472,1.127135403273475,44.31646447182832,1.6635771880773583e+57,True
10.138040050927676,1.163270930510899,46.63669034339217,1.722024974410389e+57,True
10.217268973024227,1.1992521733057406,49.0783935972164,1.780567204717657e+57,True
10.292638097248004,1.2349999723281395,51.647934284096834,1.839075341969519e+57,True
10.364081619415003,1.2704391908621575,54.3520054406524,1.897424937624796e+57,True
10.43150484651639,1.305486461234971,57.197650523078735,1.9554747105440104e+57,True
10.494853634963796,1.340063841790343,60.19228175366072,2.0130896783306647e+57,True
10.554069035603415,1.374096903588358,63.34369942783203,2.0701378430219224e+57,True
10.609144322662011,1.407515229108624,66.66011223207201,2.1264914565924142e+57,True
10.660011786515332,1.4402442482314757,70.1501586255636,2.182012537183184e+57,True
10.70668550311396,1.4722215672474912,73.82292934130537,2.2365816603994295e+57,True
10.749146049598252,1.503379851979881,77.68799106528857,2.290068054864982e+57,True
10.787405685893148,1.5336624212425014,81.75541135541773,2.342357238520061e+57,True
10.821481017436096,1.563013335236498,86.03578486508184,2.3933337116315004e+57,True
10.851401730640765,1.5913818141803269,90.540260939683,2.442889022792546e+57,True
10.877183160868968,1.6187175242948268,95.28057265800464,2.490913150158572e+57,True
10.898907218395577,1.6449876297568315,100.26906739406496,2.5373264592672e+57,True
10.916593136196257,1.6701446295763844,105.518738979062,2.5820205525156844e+57,True
10.93032749627807,1.6941635302985028,111.0432615471844,2.6249270534370337e+57,True
10.940170091468984,1.717014739341445,116.85702515344842,2.665967931289211e+57,True
10.946212103278842,1.7386766140456111,122.97517325633632,2.705078980886147e+57,True
10.9485257036892,1.7591310412180396,129.41364216287053,2.7422018249645632e+57,True
10.947213518905407,1.7783645222658382,136.18920253886753,2.777286170335512e+57,True
10.942377357125718,1.7963703588460869,143.3195030924958,2.8102945411159253e+57,True
10.934101092730256,1.8131405095626227,150.8231165449244,2.841186348491196e+57,True
10.922517018350112,1.8286789526266904,158.7195880078021,2.8699445569239188e+57,True
10.907725254120908,1.8429882259706305,167.02948589358118,2.8965493414414237e+57,True
10.88984652678806,1.856076204333583,175.7744554912949,2.920991867745697e+57,True
10.8690027631537,1.867954896102,184.9772753473374,2.9432718239588665e+57,True
10.845311614023757,1.8786381615710317,194.6619165981104,2.9633932616234248e+57,True
10.818892089428926,1.8881427854880697,204.853605409077,2.9813668418634444e+57,True
10.789877955877168,1.8964902855601495,215.5788886828685,2.9972135017091457e+57,True
10.758389725543058,1.9037029343260712,226.86570320759068,3.010956830754816e+57,True
10.724562030934877,1.9098065827104964,238.743448425452,3.0226286838882213e+57,True
10.688512073503937,1.9148279655979823,251.24306301125063,3.0322637274348652e+57,True
10.650375386127504,1.9187965334633503,264.39710546019694,3.03990347467613e+57,True
10.610272608174652,1.9217429253819136,278.23983889497515,3.0455930614267988e+57,True
10.56833829152368,1.9236996980923688,292.807320312954,3.049382823357714e+57,True
10.524681205595176,1.9246983861018847,308.13749450600733,3.0513221009379293e+57,True
10.479442267430818,1.9247749212366905,324.2702928975891,3.051470820482788e+57,True
