Radius_km,Mass_sol,Central_Pressure_MeV_fm3,Particles_fm_3
2.5677478603707744,0.015988489570682704,1.1830941499644643,2.1206807826521444e+55
2.6318179008150815,0.01721889384081098,1.2450360419443238,2.2845273851526345e+55
2.697262205194742,0.018541297718605538,1.310220953917285,2.460710949259208e+55
2.7642224770551875,0.01996230209281717,1.3788186769300586,2.650127934250973e+55
2.832734799251708,0.021489419252203476,1.4510078915828293,2.853798902490827e+55
2.9027313377454607,0.02313030500264393,1.5269766334492711,3.072766622757031e+55
2.974343063576888,0.02489319507850215,1.6069227828641104,3.308154589030409e+55
3.047519531128659,0.02678551383832444,1.6910545803538912,3.5609814331448336e+55
3.122308512876548,0.028816517599303714,1.7795911690535073,3.832514466759881e+55
3.1987008120044145,0.0309963339404224,1.87276316552153,4.124142247348044e+55
3.2767246562572496,0.03333553156989999,1.9708132604409256,4.4373176532028553e+55
3.3564333721356636,0.03584390666791891,2.0739968507700524,4.773395661161935e+55
3.437795789484612,0.03853280854010249,2.182582704990375,5.133945423222866e+55
3.520899550426173,0.04141520515952466,2.296853663183933,5.520760568213642e+55
3.6056806835424378,0.044504134437443575,2.417107373763743,5.935652116181396e+55
3.6921798087988096,0.047811327881978366,2.5436570687765174,6.380263949864719e+55
3.780413544714473,0.05135193194793944,2.67683237979694,6.856708669836848e+55
3.8704086767162824,0.055141915561447305,2.8169801965388106,7.367220839887936e+55
3.9621329891259234,0.05919501242205019,2.9644655704193745,7.913745525234179e+55
4.05562473595824,0.06352878285985535,3.119672665430738,8.498756831655753e+55
4.150864058427333,0.06816041068547529,3.283005758794818,9.124692557731624e+55
4.247868910574917,0.07310788796778016,3.4548902940083783,9.79411625593308e+55
4.3466164311725,0.0783895300783448,3.635773989021308,1.050965192704198e+56
4.4471294569492645,0.08402558051204938,3.826128002434274,1.127420520277169e+56
4.549384448318149,0.09003664298842895,4.026448160753917,1.2090751113993395e+56
4.653338935892856,0.09644202760860804,4.237256249901702,1.2962111932419264e+56
4.759039883205651,0.10326667376822271,4.459101374341104,1.3891902077922092e+56
4.86641080025042,0.11053008017889429,4.692561387362884,1.4883021640906414e+56
4.975458022121199,0.11825725244155265,4.938244396254127,1.593915198176892e+56
5.086153130460368,0.1264713715647412,5.1967903462718255,1.7063758052859872e+56
5.198428403931236,0.13519769669553047,5.468872687546542,1.8260625342513284e+56
5.312305163359134,0.14446134814664288,5.755200129258417,1.9533557980428153e+56
5.42768078010807,0.15428516693195726,6.05651848565442,2.0886086795200116e+56
5.544551277352791,0.164697339714268,6.373612618715365,2.232252385349845e+56
5.662850838250332,0.1757227809397963,6.70730848253296,2.384677639552264e+56
5.782517413098107,0.18738774766818525,7.058475274722027,2.546298773085839e+56
5.903495115099177,0.1997178594261474,7.428027700471489,2.7175266961163847e+56
6.025705604877305,0.212738090886031,7.816928355131853,2.8987688264903314e+56
6.149075582210107,0.22647466362182098,8.226190231545006,3.0904559062653452e+56
6.273530034312681,0.2409516159425592,8.656879358647414,3.292994624851902e+56
6.398980139336143,0.25619317239137496,9.1101175782195,3.5068005697860637e+56
6.525329848736699,0.2722224944026777,9.587085467014202,3.7322813968566396e+56
6.652461045459046,0.2890610941362196,10.089025411876003,3.969828356229301e+56
6.780292374254972,0.3067285231060201,10.617244845860426,4.219812144380003e+56
6.908701171943682,0.3252436648099671,11.173119653783186,4.482601340736311e+56
7.037581863253681,0.34462469709030624,11.75809775606988,4.758561978147119e+56
7.166784056571856,0.36488283216524114,12.373702880241103,5.047967920770137e+56
7.296190342941158,0.38603280445269683,13.021538529856846,5.351150923439032e+56
7.42566727687789,0.40808279278867965,13.703292161258233,5.6683557124241495e+56
7.555085160788437,0.43103940286786213,14.420739578986256,5.9998116166234156e+56
7.684248025146948,0.45490356574080276,15.175749561326311,6.3456716867966395e+56
7.8130527466529625,0.4796765893114741,15.970288728026894,6.706101296558184e+56
7.941326911219372,0.5053557138581904,16.806426662872028,7.081212358873546e+56
8.068913485966874,0.5319300004091569,17.68634130445009,7.471001390460692e+56
8.195635589108882,0.5593859721870613,18.612324619161026,7.875431642999734e+56
8.321343618400745,0.5877089219278062,19.58678857123859,8.294451150236676e+56
8.445828994126837,0.6168746017155187,20.61227140533804,8.727868311049403e+56
8.568973750481755,0.6468608836236016,21.69144425805428,9.175525105257944e+56
8.69056930970799,0.6776339429421228,22.827118115591258,9.63708625244874e+56
8.810445539575394,0.7091574513567225,24.022251135706327,1.0112176775035694e+57
8.928445274655772,0.7413943463873646,25.279956353000948,1.0600407996419541e+57
9.044398958737606,0.7742997902643161,26.60350978762848,1.1101267447287055e+57
9.158107600807313,0.8078199183321388,27.996358978540275,1.1614096234562451e+57
9.269433507329362,0.8419054258250401,29.46213196349693,1.2138297486797809e+57
9.378187170286603,0.8764942954622128,31.004646729235724,1.2673066541609441e+57
9.484222991855663,0.9115269160164786,32.6279211564094,1.3217622575527008e+57
9.587394328770001,0.9469380910616914,34.33618348520077,1.3771083757899012e+57
9.687517037903817,0.9826556195864783,36.13388332887333,1.4332440015481806e+57
9.784484303389464,1.0186107040202443,38.025703263945466,1.490071743124957e+57
9.878145870449934,1.0547270851682236,40.01657102717827,1.5474802194273294e+57
9.968369895260526,1.090927535654066,42.11167235114679,1.6053542181315528e+57
10.055037315297472,1.127135403273475,44.31646447182832,1.6635771880773583e+57
10.138040050927676,1.163270930510899,46.63669034339217,1.722024974410389e+57
10.217268973024229,1.1992521733057406,49.078393597216404,1.780567204717657e+57
10.292638097248005,1.2349999723281397,51.647934284096834,1.839075341969519e+57
10.364081619415005,1.2704391908621575,54.3520054406524,1.8974249376247962e+57
10.43150484651639,1.305486461234971,57.197650523078735,1.9554747105440104e+57
10.494853634963796,1.340063841790343,60.19228175366072,2.0130896783306647e+57
10.554069035603415,1.374096903588358,63.34369942783203,2.0701378430219224e+57
10.609144322662011,1.407515229108624,66.66011223207201,2.126491456592414e+57
10.660011786515332,1.4402442482314755,70.1501586255636,2.182012537183184e+57
10.706685503113961,1.4722215672474912,73.82292934130537,2.2365816603994298e+57
10.749146049598252,1.5033798519798813,77.68799106528857,2.290068054864982e+57
10.787405685893148,1.5336624212425014,81.75541135541773,2.342357238520061e+57
10.821481017436097,1.563013335236498,86.03578486508184,2.3933337116315004e+57
10.851401730640765,1.5913818141803269,90.540260939683,2.442889022792546e+57
10.877183160868967,1.6187175242948268,95.28057265800464,2.4909131501585722e+57
10.898907218395575,1.6449876297568315,100.26906739406496,2.5373264592672e+57
10.916593136196255,1.6701446295763844,105.518738979062,2.5820205525156844e+57
10.93032749627807,1.6941635302985028,111.0432615471844,2.6249270534370337e+57
10.940170091468985,1.717014739341445,116.85702515344842,2.665967931289211e+57
10.946212103278842,1.7386766140456111,122.97517325633633,2.705078980886147e+57
10.9485257036892,1.7591310412180396,129.41364216287053,2.7422018249645632e+57
10.947213518905409,1.7783645222658382,136.18920253886753,2.7772861703355122e+57
10.942377357125718,1.7963703588460869,143.3195030924958,2.810294541115925e+57
10.934101092730257,1.8131405095626227,150.8231165449244,2.841186348491196e+57
10.922517018350112,1.8286789526266902,158.7195880078021,2.8699445569239188e+57
10.907725254120907,1.8429882259706303,167.02948589358118,2.8965493414414233e+57
10.88984652678806,1.856076204333583,175.7744554912949,2.9209918677456972e+57
10.8690027631537,1.8679548961019996,184.9772753473374,2.9432718239588665e+57
10.845311614023757,1.8786381615710315,194.66191659811037,2.9633932616234248e+57
10.818892089428926,1.8881427854880697,204.853605409077,2.9813668418634444e+57
10.789877955877168,1.8964902855601498,215.5788886828685,2.9972135017091457e+57
10.758389725543058,1.9037029343260712,226.86570320759068,3.0109568307548158e+57
10.724562030934877,1.9098065827104964,238.74344842545196,3.0226286838882213e+57
10.688512073503937,1.9148279655979825,251.24306301125065,3.032263727434865e+57
10.650375386127504,1.9187965334633506,264.39710546019694,3.03990347467613e+57
10.610272608174652,1.9217429253819138,278.23983889497515,3.0455930614267988e+57
10.568338291523679,1.9236996980923686,292.807320312954,3.049382823357714e+57
10.524681205595176,1.9246983861018847,308.13749450600733,3.0513221009379293e+57
10.479442267430818,1.9247749212366903,324.2702928975891,3.051470820482788e+57
10.432718497295811,1.9239623885276504,341.2477375545031,3.049884016777406e+57
10.38465407829549,1.9222983626935386,359.1140506443011,3.046627465794108e+57
10.335352462530162,1.9198166540046742,377.9157696234101,3.0417601235198903e+57
10.284929529283357,1.9165537295498498,397.70186845603723,3.0353477099084533e+57
10.233498413430246,1.9125470674304113,418.52388517958593,3.027459127161643e+57
10.18116574371607,1.9078314745923934,440.43605614887434,3.0181587758682907e+57
10.1280449882683,1.9024441417344444,463.4954573088151,3.0075171611762235e+57
10.074233400257116,1.8964194697007015,487.76215286355347,2.9955996082302634e+57
10.01982918459174,1.8897926428711336,513.2993517292955,2.9824741174407725e+57
9.96494453367225,1.8826008437358015,540.1735721783651,2.9682138039355e+57
9.909663772236172,1.874877132089377,568.4548151033284,2.952883639100052e+57
9.85407591370622,1.8666551077235787,598.2167463525199,2.9365505536204008e+57
9.798273396024573,1.857967757763566,629.5368886118868,2.9192807585003836e+57
9.74234751957606,1.8488481695769388,662.4968233329803,2.9011412799477618e+57
9.68637355630035,1.839328738557829,697.1824032330458,2.882198138096927e+57
9.630432576257693,1.8294382801466742,733.6839759207471,2.86251019904367e+57
9.574602661046255,1.819208776691439,772.0966192299911,2.8421434704789816e+57
9.51895838650043,1.8086693673659924,812.5203888748645,2.8211582559680413e+57
9.463571604926054,1.7978489941788796,855.0605790707458,2.799614746613738e+57
9.408507732130744,1.7867735843379253,899.8279968004581,2.777566872953836e+57
9.353837149183706,1.7754716490973772,946.9392504398612,2.755074345154336e+57
9.29961629306971,1.7639686960830776,996.5170534946715,2.7321905274327233e+57
9.245911877336027,1.7522893858144528,1048.690544239691,2.708967252178364e+57
9.19278121056809,1.7404589905361092,1103.5956220930032,2.6854575915317588e+57
9.140272532990362,1.7284996408877256,1161.3753016013393,2.6617079749942506e+57
9.088443303916197,1.716434544939452,1222.180084958631,2.6377671871348767e+57
9.037343640873312,1.7042851709460842,1286.1683540281044,2.613680318754772e+57
8.987023687218997,1.6920731615211797,1353.5067828890014,2.5894926980029756e+57
8.937521136637052,1.679817511339932,1424.3707719825481,2.5652440170265532e+57
8.888884804258392,1.6675385205686564,1498.9449049879945,2.5409766816682074e+57
8.84115768692371,1.6552540236121336,1577.4234296187853,2.5167277160146112e+57
8.794378861499307,1.6429827890869049,1660.0107635912198,2.4925360317406886e+57
8.748583651110366,1.6307412328923578,1746.9220270835333,2.4684354183528255e+57
8.70381027854796,1.6185466654452043,1838.3836030723076,2.444461413925227e+57
8.660087916903395,1.6064137433286767,1934.6337270057877,2.4206438286204443e+57
8.617450191098113,1.5943583911479169,2035.9231073500218,2.3970149456491042e+57
8.575929780483865,1.5823953407467934,2142.515578624238,2.3736044431451953e+57
8.535549212783149,1.5705374218953496,2254.688788626416,2.350437754640649e+57
8.49634092524587,1.5587991901709397,2372.73492163916,2.327543848598604e+57
8.45832609379322,1.5471926176753419,2496.9614594995933,2.3049460422476747e+57
8.421524732780396,1.5357299851644572,2627.6919825157447,2.2826681865081602e+57
8.385967514637892,1.5244235901999421,2765.267012315551,2.2607339805798768e+57
8.351667266527944,1.5132839575501091,2910.0448988239673,2.2391632680569747e+57
8.31864465040073,1.5023220076864099,3062.4027536784724,2.2179765381868222e+57
8.286919969181064,1.491548350670367,3222.7374325143733,2.1971935419830942e+57
8.256503045287863,1.4809721158660367,3391.4665686784365,2.1768307530000452e+57
8.227405628089217,1.4706024241704412,3569.029661063522,2.156904508717647e+57
8.199645890391906,1.4604487753418312,3755.8892188976615,2.1374318113777557e+57
8.173229562471862,1.450519273388928,3952.531966469591,2.118426682945597e+57
8.148174166387165,1.4408227185962748,4159.470110928645,2.099904397644576e+57
8.12448343060253,1.4313663875127955,4377.242676461445,2.0818770849484596e+57
8.102152763619829,1.4221566295899344,4606.416908320475,2.0643547930905818e+57
8.081202177548226,1.4132020090448687,4847.589750361798,2.0473520591016366e+57
8.061627258139282,1.4045075310129675,5101.389399940505,2.0308761249712863e+57
8.043424407368216,1.3960796793549148,5368.4769442139805,2.0149371148426897e+57
8.026601254177677,1.3879248425242523,5649.548082115281,1.9995449532476908e+57
8.01114815469878,1.3800477813011203,5945.334936481798,1.9847062304130313e+57
7.997071788102453,1.3724545216525512,6256.607961059529,1.9704300544935985e+57
7.98435801714115,1.3651489415089162,6584.177947350078,1.956721182977009e+57
7.973001955345891,1.3581355973966762,6928.898136527921,1.943585757745499e+57
7.962990304523376,1.351417889743254,7291.666441928777,1.9310276112521234e+57
7.954322210573402,1.3450006163408026,7673.427787898331,1.9190533901110255e+57
7.946962544931266,1.3388854173230043,8075.176571093261,1.907663472929226e+57
7.940919160804437,1.3330760956073453,8497.959250645856,1.8968626506708047e+57
7.9361669821866965,1.327574965484621,8942.877073938764,1.8866527382670395e+57
7.932680981787259,1.3223833957555369,9411.088945090134,1.877033788510441e+57
7.930451175700108,1.3175036766003738,9903.814443620538,1.8680077867568023e+57
7.929440633449377,1.3129360502999814,10422.337001164899,1.8595727473514362e+57
7.929638878923646,1.3086826215361946,10968.007244503739,1.851730454355709e+57
7.931006308111247,1.3047415799664923,11542.246513621752,1.8444751632383377e+57
7.933525441601751,1.3011146564825193,12146.55056395719,1.837808166414052e+57
