Radius_km,Mass_sol,Central_Pressure_MeV_fm3,Particles_fm_3
0.0006654240721971692,2.822263959464065e-13,1.0542063029409321e-08,1.0493646523594624e+45
0.0006654240721971692,6.160658004209542e-14,1.2540143113847554e-08,2.290635048935351e+44
0.0006654240721971692,6.508047215191096e-14,1.4916927443621e-08,2.4198001319165235e+44
0.0006654240721971692,6.701938223719858e-14,1.7744193374678376e-08,2.4918920317645308e+44
0.0006654240721971692,6.84694497419501e-14,2.110732251718667e-08,2.545807951909176e+44
0.0006654240721971692,6.967703381177666e-14,2.5107879205166213e-08,2.5907079348846987e+44
0.0006654240721971692,7.074122140489202e-14,2.9866677673963944e-08,2.6302761985007097e+44
0.0006654240721971692,7.171213564399487e-14,3.552743057234868e-08,2.6663764037742326e+44
0.0006654240721971692,7.261874792083215e-14,4.226108899194261e-08,2.700085755206893e+44
0.0017365011095173805,2.134050069001384e-13,5.0271005080084575e-08,7.934752880384749e+44
0.0017258990025293588,1.7413926886812897e-12,5.979907314370706e-08,6.474787473263423e+45
0.0016019101531260136,3.649580218691397e-12,7.113303470160887e-08,1.3569745917535594e+46
0.0015933942731503102,3.6005430177951656e-12,8.461516809299898e-08,1.3387417452942486e+46
0.0015874256406912713,3.5683956670129172e-12,1.0065262506288846e-07,1.3267888258674097e+46
0.0017023866382169517,1.629937180535964e-12,1.1972972648255712e-07,6.06037737283809e+45
0.0016977840526598673,1.7692563266507162e-12,1.4242258852793215e-07,6.578389116497093e+45
0.0016934022046647473,1.816679619536147e-12,1.6941652101704074e-07,6.75471680243511e+45
0.0016891895538190445,1.8465396315108175e-12,2.0152672332512992e-07,6.86574129047655e+45
0.0016851104657728544,1.8686701935083056e-12,2.3972290288075505e-07,6.948026398663175e+45
0.001856353737443282,2.700736545146509e-12,2.851585597055638e-07,1.0041787400680608e+46
0.0015458183695735005,1.7865850480935599e-12,3.3920582137202175e-07,6.642820184776565e+45
0.0018294338165579364,2.553269996683521e-12,4.0349688037235155e-07,9.493482269391756e+45
0.0018166667334852083,2.661101131538289e-12,4.79973285280557e-07,9.894416353503901e+45
0.0018056864954581722,2.703618279319273e-12,5.709445742688763e-07,1.0052502176569719e+46
0.0035825635462014495,5.175228730209658e-12,6.791580216730727e-07,1.924236068801661e+46
0.003989685196914079,6.832092911604702e-12,8.078816039079506e-07,2.5402857140644617e+46
0.004241603327312866,8.507347275547805e-12,9.610026902502828e-07,3.1631731351189495e+46
0.004464884384297972,4.080381097259039e-11,1.1431454388872348e-06,1.5171535223865261e+47
0.0036069587798484813,2.238750285569383e-11,1.3598104435153628e-06,8.324045736237626e+46
0.004057719240150814,3.252588399062528e-11,1.6175408477274694e-06,1.209366440606948e+47
0.004186393027896421,3.707123821883698e-11,1.9241199437348853e-06,1.3783702682460122e+47
0.005207482030415647,6.757813137394512e-11,2.288806222779311e-06,2.5126672856769183e+47
0.005373178792054015,7.716739381562342e-11,2.7226129756051743e-06,2.8692120102712593e+47
0.005534459929744572,8.639880024191444e-11,3.238640886746835e-06,3.21245105381922e+47
0.0056924018893828926,9.57990125008664e-11,3.852473666763777e-06,3.561966579587678e+47
0.005326798104882314,1.274619202754331e-10,4.58264867026255e-06,4.739246164407895e+47
0.00557569440064528,1.5281147236350877e-10,5.451216712066614e-06,5.681784688122493e+47
0.005905630211651951,1.7656979994330104e-10,6.484407987621653e-06,6.565158838309177e+47
0.00656736883936169,2.425751901304544e-10,7.713424208004197e-06,9.019349094523769e+47
0.00602535371782305,1.613370432627443e-10,9.17538087149991e-06,5.998779621008956e+47
0.006126745952825536,1.8120423293030555e-10,1.0914428127747104e-05,6.737474793023439e+47
0.006227480463126664,1.9638859335378136e-10,1.2983084083820047e-05,7.302054583447346e+47
0.007350879813905422,3.1194893454291845e-10,1.5443820817237304e-05,1.1598780441963849e+48
0.007508441964492789,3.4841381212858325e-10,1.8370950992466682e-05,1.2954605310948565e+48
0.007644105081657694,3.817208745727275e-10,2.1852872055529724e-05,1.4193017360667018e+48
0.008012412532892785,5.591590220837801e-10,2.599473577993749e-05,2.0790463336012168e+48
0.007723039776615073,6.499616730313457e-10,3.092162378252579e-05,2.416665725401459e+48
0.008416031067094173,8.261990936185847e-10,3.678232490772267e-05,3.0719458423620236e+48
0.009345404696622045,1.2181826061404212e-09,4.3753828554819914e-05,4.529405946876436e+48
0.011021538576545113,1.6715350199243346e-09,5.204666964383873e-05,6.215045947981006e+48
0.011358834838581794,2.0336355483258285e-09,6.191128663451476e-05,7.561396251920228e+48
0.011914840815882498,2.4718046014828957e-09,7.364558460648397e-05,9.190582113796482e+48
0.012938250302624656,3.1901190003676642e-09,8.760393180081577e-05,1.1861395374889237e+49
0.013640933294919647,4.0873419077000004e-09,0.0001042078613126568,1.5197420658360322e+49
0.01495494746839087,5.3301842823197965e-09,0.0001239588011192069,1.9818517457850704e+49
0.016941306486498015,7.21121192886026e-09,0.00014745321688167798,2.681249500790284e+49
0.017750154789595,8.677353979226372e-09,0.0001754006248241008,3.226385875359316e+49
0.019163753626797515,1.0825642487844257e-08,0.00020864501866630784,4.025155894969742e+49
0.02051139085652475,1.3886812999878107e-08,0.0002481903576906897,5.163351049559617e+49
0.022378782768594126,1.827558823846506e-08,0.00029523088566590027,6.795172468439765e+49
0.023553058616839272,2.2369634653661688e-08,0.00035118719623950044,8.317409003397591e+49
0.02566879752091361,2.8835141011289796e-08,0.0004177491339511529,1.0721395461628629e+50
0.027784393340807508,3.645490501263311e-08,0.0004969268264493408,1.3554555550192462e+50
0.029791662296650683,4.681971683936577e-08,0.0005911113890517109,1.7408373174020135e+50
0.03209662934717773,5.920109495277756e-08,0.0007031471348876005,2.201198705974627e+50
0.034736815584840236,7.541447734435303e-08,0.0008364174713226349,2.804041012969112e+50
0.0374710290690054,9.62266588147283e-08,0.0009949470766820105,3.577875238498678e+50
0.0404616611501539,1.2276335114237983e-07,0.0011835234429437575,4.564557666765705e+50
0.043803086469694844,1.5659697395068224e-07,0.0014078414549130165,5.822554164770011e+50
0.04740175496333071,2.003755567737972e-07,0.0016746753720752307,7.450324061040983e+50
0.05110189918726957,2.544927357094274e-07,0.001992083406869554,9.462504453091013e+50
0.05527773820444143,3.243674300340339e-07,0.0023696510775144666,1.206058260401689e+51
0.059799696249603865,4.1338598702209197e-07,0.002818780684484241,1.5370471869252403e+51
0.06455631837702844,5.272289635037063e-07,0.0033530356526394293,1.9603390233376974e+51
0.0698642578914233,6.734213350541129e-07,0.00398855013792187,2.503913724217736e+51
0.07539867372957544,8.569321197516179e-07,0.004744516268472646,3.1862479266399526e+51
0.08157359407243661,1.0928760424503912e-06,0.005643763734540923,4.063542715668143e+51
0.08826316220866853,1.393171019595792e-06,0.006713449230425575,5.180113468536435e+51
0.09529158057117312,1.7762463896726361e-06,0.007985876569152301,6.60448763991154e+51
0.10315028987789854,2.2674117835033245e-06,0.00949947223682106,8.430777081275936e+51
0.11143877100350656,2.8876620179709078e-06,0.011299945847737171,1.0737052246362808e+52
0.12048050261285632,3.6822101447932934e-06,0.013441670545323109,1.369143762462547e+52
0.1302641400185758,4.694899377003138e-06,0.01598932503603007,1.7456969955976746e+52
0.14082222451331192,5.985399393169129e-06,0.01901984684461483,2.2255542177614073e+52
