Radius_km,Mass_sol,Central_Pressure_MeV_fm3,Particles_fm_3
6.327774938770481,2.6251773993661355e-05,3.124875720198983e-07,4.1832328745390454e+52
6.599964997837799,2.8935716648343394e-05,3.7171461254750567e-07,4.6109219111979735e+52
6.306528191080144,3.1295189910865616e-05,4.4216719496461725e-07,4.986906650167606e+52
6.340075347241391,3.4128889735365396e-05,5.259729418839847e-07,5.438460205088959e+52
6.299659314127085,3.727483834932332e-05,6.256627328859896e-07,5.939771347860165e+52
6.342825639765458,4.066723920437559e-05,7.442471354519017e-07,6.480355409837758e+52
6.592011027711353,4.480988119407565e-05,8.85307322162807e-07,7.140492133605149e+52
6.254431041893848,4.836417190325033e-05,1.0531032198050509e-06,7.70687457594406e+52
6.286841768976922,5.273217001947411e-05,1.252702156415483e-06,8.402923425471894e+52
6.320966011167155,5.755906153908254e-05,1.4901318913244813e-06,9.172098665463056e+52
6.2799466091950205,6.278817644333997e-05,1.772562649605439e-06,1.0005370046091131e+53
6.274927665101509,6.852513964898385e-05,2.108523658253862e-06,1.0919569411849908e+53
6.256894151224017,7.471690948458475e-05,2.5081607233492646e-06,1.190624476454468e+53
6.248817694882751,8.146873410225637e-05,2.9835426268641364e-06,1.298216802233516e+53
6.2432406051209925,8.887429878775863e-05,3.5490255961064203e-06,1.4162268703651656e+53
6.521714436095104,9.753432369761565e-05,4.221686852537839e-06,1.5542274426016407e+53
6.274063160212792,0.00010573830995854277,5.021840332863143e-06,1.6849611235335395e+53
6.243925013049723,0.00011535079451255472,5.97365015683502e-06,1.838140105724894e+53
6.214252548241966,0.00012575982123662701,7.105860368107301e-06,2.004012718555273e+53
6.231547144714485,0.0001371945087420903,8.452662985840225e-06,2.1862301844655168e+53
6.383505783228401,0.00014993255771397155,1.0054730581657082e-05,2.389217953223977e+53
6.212877447013055,0.0001632138064859792,1.19604445651113e-05,2.600862570817332e+53
6.301971417457931,0.00017816916025108,1.4227356271094064e-05,2.8391858610649366e+53
6.247526511323664,0.00019416921807323412,1.6923924973081128e-05,3.0941581320819206e+53
6.222317348344958,0.00021178423797710129,2.013158530909934e-05,3.3748670871703475e+53
6.226380968683624,0.00023091796743324178,2.3947206555345534e-05,3.679779205206118e+53
6.2133253223180525,0.0002518903972620295,2.848601801593732e-05,4.013994172364419e+53
6.230252365719573,0.0002746901670873634,3.388508887368209e-05,4.377331389251909e+53
6.2014371363261604,0.0002995824822116865,4.030746759111585e-05,4.77401768682551e+53
6.2227829915023225,0.0003267868410277181,4.7947105869057424e-05,5.207551635868226e+53
6.220863807693352,0.00035642130703702877,5.7034715863055144e-05,5.679815463064973e+53
6.204447351844336,0.0003886618366013449,6.784473754189039e-05,6.193614118694343e+53
6.198970653845072,0.0004238941354338817,8.070362659787678e-05,6.755095412366623e+53
6.194144614329879,0.0004622938207626946,9.599971319850796e-05,7.367059320862914e+53
