Radius_km,Mass_sol,Central_Pressure_MeV_fm3,Particles_fm_3
0.0019294835092851246,2.3577639459342963e-12,1.5111278068035048e-07,3.035871159941991e+45
0.0019293841210373142,2.358066304548223e-12,1.7220603837009022e-07,3.036259942967891e+45
0.0019292953699751082,5.3190106177870415e-12,1.9624362358760518e-07,6.84878548709638e+45
0.0019292219259792686,5.318473004790271e-12,2.2363652380195856e-07,6.848093173577563e+45
0.0019291601017857574,2.357463962426219e-12,2.548530946581887e-07,3.035484383485865e+45
0.00192910693696597,2.3577867208563558e-12,2.904270677823369e-07,3.035899528909633e+45
0.0032529165815797434,7.70288949342014e-12,3.309666763664437e-07,9.918284847594454e+45
0.0034876782924356717,9.152526709540648e-12,3.7716505455684495e-07,1.1784845014546383e+46
0.0037007477150520977,1.0614639420855301e-11,4.2981208845767044e-07,1.3667468569927835e+46
0.006164796569694436,3.989450966663636e-11,4.898079213659437e-07,5.136840288587115e+46
0.006164796569694436,3.990486182233606e-11,5.581783441541149e-07,5.138172250316693e+46
0.006164796569694436,3.991045574300687e-11,6.36092333937665e-07,5.138891992885396e+46
0.006164796569694436,3.991447993360373e-11,7.248820408952564e-07,5.139409765872633e+46
0.006164796569694436,3.991771662400976e-11,8.260655649784035e-07,5.139826215020951e+46
0.006164796569694436,3.9920481762199245e-11,9.413729119302426e-07,5.140181991828448e+46
0.006164796569694436,3.9922934799675245e-11,1.0727755724068511e-06,5.140497612148225e+46
0.006164796569694436,3.9925167504997745e-11,1.222520229940972e-06,5.140784883396202e+46
0.006164796569694436,3.992723752747994e-11,1.393167174063558e-06,5.141051223030055e+46
0.006164796569694436,3.9929183427315176e-11,1.587634075375083e-06,5.14130159240276e+46
0.006164796569694436,3.99310322409896e-11,1.8092458710022112e-06,5.141539470167677e+46
0.006164796569694436,3.993280363203137e-11,2.0617916133895774e-06,5.141767386335491e+46
0.006164796569694436,3.993451232480552e-11,2.34958925438234e-06,5.141987235418658e+46
0.007897850585704677,1.723158426419184e-10,2.6775594722848986e-06,2.2187478204399113e+47
0.009737477531006797,3.1974787688020775e-10,3.051309804150655e-06,4.117091493769193e+47
0.009737160184054062,3.198564559228661e-10,3.477230521779783e-06,4.1184882369901745e+47
0.009736889945137831,3.1988021746487897e-10,3.962603890675481e-06,4.118793718091331e+47
0.009736646540937394,3.198902756514601e-10,4.51572868006803e-06,4.118922909535233e+47
0.008658799780069872,3.7913087573381605e-10,5.146062052776818e-06,4.881708137300311e+47
0.009159754286054644,4.313658610423123e-10,5.864381260970179e-06,5.5542880757307015e+47
0.009750447632418875,5.280288923629863e-10,6.682967912421037e-06,6.798926020223834e+47
0.009715951068219953,6.421149368919991e-10,7.615817957758829e-06,8.26790358143937e+47
0.010426141313993817,7.810004376886353e-10,8.678880989076631e-06,1.0056199992644912e+48
0.0110494101715445,7.664954564239397e-10,9.890332941300425e-06,9.869432787500743e+47
0.009964501626213184,5.229295454522984e-10,1.1270886858897796e-05,6.733268088677224e+47
0.009964088387590404,5.230703803572348e-10,1.2844147041366473e-05,6.735079693201095e+47
0.010242579005749883,5.720119902432396e-10,1.4637012622477452e-05,7.365253718791434e+47
0.009473281943242854,6.78667055204799e-10,1.6680137483690474e-05,8.738549354764695e+47
0.009717259089891416,8.426995090440863e-10,1.9008454365020663e-05,1.0850639152039587e+48
0.011721054306127868,1.1308654310198082e-09,2.166177213469806e-05,1.4561077435263981e+48
0.011549351430415541,1.2909119725176304e-09,2.468545642926231e-05,1.6621843652269103e+48
0.013854382661383663,1.9316066239385394e-09,2.8131205301765286e-05,2.487145711566365e+48
0.01379175327334846,2.1767968571014634e-09,3.205793313962748e-05,2.8028537293905245e+48
0.016206037808051296,3.2945773127919883e-09,3.653277796526365e-05,4.2421133486756115e+48
0.014896901187552464,3.129508192480346e-09,4.1632249341997804e-05,4.02956933409391e+48
0.01618497309774,3.6966021338013528e-09,4.744353651188879e-05,4.7597620446652774e+48
0.01985657768936752,6.024280842647871e-09,5.406599913121701e-05,7.75689324632063e+48
0.020841411070794746,7.0337259179691e-09,6.161286609235934e-05,9.056659126171886e+48
0.0196748551211969,7.223271560454071e-09,7.021317147774837e-05,9.300718606370726e+48
0.021826826024339118,8.622373884091915e-09,8.001396074604489e-05,1.1102209110474087e+49
0.023975875759556512,1.1814739267235066e-08,9.118280487153363e-05,1.5212716065642256e+49
0.02433979307087881,1.2954873721775338e-08,0.00010391066542290826,1.668075788613276e+49
0.026398358418024157,1.6487362755355653e-08,0.00011841515956698918,2.122920938563769e+49
0.02802628703049162,1.8859101829786297e-08,0.0001349442808224107,2.4283072631609825e+49
0.029331429726272264,2.277205948057557e-08,0.00015378063917894857,2.932141729350471e+49
0.03200701539938329,2.979389622515003e-08,0.00017524629307857998,3.8362776332478876e+49
0.033109127269445524,3.3981450363219927e-08,0.0001997082558750603,4.3754692727058905e+49
0.03578395534515892,4.1077710467573264e-08,0.00022758477091879855,5.289187866008819e+49
0.037742166087162,5.020100191601837e-08,0.000259352462556985,6.463908573173335e+49
0.03980876104391004,6.046869774062467e-08,0.0002955544853147036,7.785983755635618e+49
0.04249148017368614,7.345779466101485e-08,0.0003368098105891176,9.458469023354433e+49
0.04514247498030047,8.979374131690556e-08,0.0003838238096379643,1.156189715695435e+50
0.04867989226003593,1.0896616699675365e-07,0.00043740031380713057,1.4030553487691491e+50
0.052139402772621364,1.32521919532062e-07,0.0004984553581994843,1.7063611629008556e+50
0.05526463668970228,1.6193026357797647e-07,0.0005680328437700315,2.0850256817592655e+50
0.05867925193570083,1.9601644603068719e-07,0.000647322385633456,2.5239225618997063e+50
0.06271312357900101,2.3803478360355106e-07,0.0007376796527487748,3.0649550201332966e+50
0.06715120980918489,2.9292719554732003e-07,0.0008406495467432689,3.7717559688046535e+50
0.07160584878754332,3.5640733503473737e-07,0.0009579926161808534,4.589134188822023e+50
0.07613310744471712,4.284679299442523e-07,0.0010917151578938168,5.516996073521575e+50
0.0813160220814125,5.214059255744982e-07,0.0012441035200535643,6.713679571990524e+50
0.08684251995690234,6.379946633799148e-07,0.0014177631934636445,8.214895455942995e+50
0.09228326988656198,7.712459505094591e-07,0.0016156633594725256,9.930663395978758e+50
0.09848987770952486,9.380192882723609e-07,0.0018411876561460626,1.207807078560958e+51
0.10619741744793128,1.1426609973777976e-06,0.0020981920307026314,1.4713083880832603e+51
0.11244541174358079,1.3918855180155741e-06,0.0023910706673524597,1.792216212808296e+51
0.12003015896360765,1.6885820080255639e-06,0.002724831117750875,2.1742510436084733e+51
0.12788632139362507,2.053442358151621e-06,0.0031051799186180068,2.6440568529888162e+51
0.13649259937435818,2.4980293601426e-06,0.0035386201604117695,3.216523030211655e+51
0.14577217024620648,3.038566930784334e-06,0.004032562675227234,3.9125409970158745e+51
0.15550899676495897,3.6955925474170477e-06,0.004595452744984961,4.7585571146121466e+51
0.16614486790091398,4.5017642855052236e-06,0.005236914496362667,5.796625352790032e+51
0.1773550253256726,5.4748790066296845e-06,0.005967915451233519,7.049664499629969e+51
0.18975220057757577,6.655211709807369e-06,0.006800954046095024,8.56953868226497e+51
0.20201820711815852,8.092634183477439e-06,0.007750273326596447,1.0420470966272783e+52
0.21560317880128255,9.845341330714633e-06,0.008832104470903457,1.267740488994858e+52
0.2305860171607883,1.1977143767404358e-05,0.010064944305556264,1.5422518077346886e+52
0.24565328457591018,1.4561202752454725e-05,0.01146987155865385,1.8750033571001426e+52
0.26218643921318113,1.7715451093320645e-05,0.013070907257727369,2.2811833473092405e+52
0.27992725502966387,2.1545144623007016e-05,0.014895425434039862,2.7743484392872766e+52
0.29873903375242516,2.621027597071645e-05,0.016974621155695285,3.3751051748418017e+52
0.3188894530922057,3.188094972364433e-05,0.01934404389155653,4.1053639864372645e+52
0.340690211204985,3.878230863892143e-05,0.022044205325471404,4.994125314287427e+52
0.3633389656823839,4.716646006566907e-05,0.02512127201303818,6.073865382382994e+52
0.38786668974910965,5.737021124568144e-05,0.02862785472349447,7.387972795749095e+52
0.41403601680376584,6.97951970563855e-05,0.032623907963122804,8.988191499551765e+52
0.441903222901147,8.48711947919199e-05,0.03717775505938788,1.0929898344495402e+53
0.47193756185005514,0.00010323480895728589,0.04236725633294703,1.329512023809169e+53
0.5035623322316397,0.00012557940939946405,0.048281140330171994,1.617321255875273e+53
0.537466693691462,0.0001527044675144933,0.055020520877268,1.9667219475435838e+53
0.5736787766314615,0.00018572384469597923,0.06270062589460607,2.392071353441633e+53
0.6123386782776948,0.00022587522547383213,0.07145276752909326,2.9093262918040515e+53
0.6536430487327607,0.00027473064973305517,0.08142658729041874,3.5387570538300144e+53
0.6976835569643877,0.0003341026462969652,0.09279261457665869,4.303740713989588e+53
0.7446622890771931,0.0004062664054350949,0.1057451823353323,5.233627129789557e+53
0.7948007267209869,0.0004940213246621714,0.12050574971025217,6.3645372056964404e+53
0.8483323334808488,0.0006007332688855425,0.13732668848382962,7.739914612353947e+53
0.9054564558080266,0.0007304181937903697,0.156495598054772,9.411612807211084e+53
0.966376038564955,0.0008880682024580678,0.1783402227265778,1.1444111106642003e+54
1.031491882896751,0.0010796861692460586,0.20323405538225095,1.3914979853136347e+54
1.1007545564139014,0.0013125051137015216,0.23160272335479715,1.6917733916777855e+54
1.1747369026821597,0.0015954179478143247,0.26393126567496283,2.0567410124260993e+54
1.2536516725127769,0.0019390903965019277,0.30077242612594607,2.5002072653285168e+54
1.3378201762931283,0.0023565853341667017,0.3427561038909154,3.039093527340808e+54
1.427571286958246,0.0028635155451256587,0.3906001233811309,3.693642527597695e+54
1.523108920047285,0.0034779868049761007,0.44512250738477216,4.48735649426326e+54
1.6247420169059053,0.004222131595663415,0.5072554633762034,5.448993834783416e+54
1.7329057624137014,0.005123044041582244,0.5780613221218048,6.61380084768965e+54
1.8478718645067849,0.006213774828811064,0.658750701094731,8.024830838573698e+54
1.9702187546272227,0.007533740504557108,0.7507032032517806,9.733517436585828e+54
2.1003057511307857,0.009129804179314568,0.8554910050736171,1.1801131254734083e+55
2.2383815023871745,0.011056214649695926,0.9749057371697698,1.42987756487623e+55
