e_c_qm,e_c_dm,p_c_qm,p_c_dm,R_quark_km,R_dm_km,R_total_km,M_quark_sol,M_dm_sol,M_total_sol,N_quark,N_dm,N_total
262.1942728832385,6.607615881663354,0.38867283647354506,0.9999999882846523,1.3985499410443307,176.67318971821882,176.67318971821882,0.00269336772428263,19.93033819277747,19.93303156809135,3.4740700504179624e+54,2.376371753843098e+59,2.3764064946416124e+59
262.1942728832385,6.952500055438545,0.38867283647354506,1.0722672093223675,1.3971146175124536,174.88488752847567,174.88488752847567,0.0026850897778385426,19.887756119863344,19.890441241322396,3.463387945779706e+54,2.3705483343432345e+59,2.3705829686318135e+59
262.1942728832385,7.3175992435589965,0.38867283647354506,1.1497569816815942,1.395595135912967,173.0133405563559,173.0133405563559,0.002676329423235545,19.836930351718628,19.839606704935875,3.452083313165638e+54,2.363583338798293e+59,2.3636178599386922e+59
262.1942728832385,7.704207150461826,0.38867283647354506,1.2328467246401924,1.393981994259925,171.19756411921193,171.19756411921193,0.0026670596238057374,19.778072448032738,19.78073953039149,3.440121264733294e+54,2.3555017252239186e+59,2.3555361267301567e+59
262.1942728832385,8.11370503761062,0.38867283647354506,1.321941132518914,1.3922700982729086,169.41584591207186,169.41584591207186,0.002657252133840203,19.71140682022593,19.71406408827094,3.427465352922812e+54,2.346330641804982e+59,2.3463649166639817e+59
262.1942728832385,8.547567840271814,0.38867283647354506,1.4174741457729838,1.3904574529606335,167.61193227658333,167.61193227658333,0.002646877493438855,19.637169806362945,19.639816688640096,3.4140775638921455e+54,2.3360993148903926e+59,2.336133455727806e+59
262.1942728832385,9.007370718852131,0.38867283647354506,1.519911064529011,1.3885323864808188,165.84294981387583,165.84294981387583,0.002635905032084916,19.555608899571467,19.55824480775561,3.3999183222226026e+54,2.3248389546742775e+59,2.324872953898204e+59
262.1942728832385,9.49479607593566,0.38867283647354506,1.6297508148613111,1.386491900441151,164.08800541397224,164.08800541397224,0.0026243028813179607,19.466981484512992,19.46960579498101,3.3849465073683126e+54,2.3125825828683885e+59,2.3126164324314323e+59
262.1942728832385,10.011641072400716,0.38867283647354506,1.7475283788457536,1.3843281459986825,162.36463923860538,162.36463923860538,0.00261203800010971,19.371554366144036,19.374166474618125,3.369119486515896e+54,2.299364975334531e+59,2.2993986674394566e+59
262.1942728832385,10.559825678398598,0.38867283647354506,1.873817400226829,1.3820341512804775,160.65991163498668,160.65991163498668,0.0025990762107510577,19.26960084256842,19.272199946951712,3.352393161018239e+54,2.285222236422583e+59,2.2852557607179955e+59
262.1942728832385,11.141401297551806,0.38867283647354506,2.009232978389049,1.3796031082003644,158.96781370399796,158.96781370399796,0.0025853822544012867,19.16140377038311,19.163989211873325,3.334722038206293e+54,2.2701922560777113e+59,2.270225604063024e+59
262.1942728832385,11.758560005492843,0.38867283647354506,2.154434664240886,1.3770262603231644,157.3420014222455,157.3420014222455,0.0025709198567328926,19.04724947671165,19.04982040078049,3.3160593162546704e+54,2.254313810642486e+59,2.2543469712900405e+59
