e_c_qm,e_c_dm,p_c_qm,p_c_dm,R_quark_km,R_dm_km,R_total_km,M_quark_sol,M_dm_sol,M_total_sol,N_quark,N_dm,N_total
262.1942728832385,36079.15890748271,0.38867283647354506,0.9999999835800916,1.370895876112454,0.029990862017128233,1.370895876112454,0.0025367402221814655,1.1146063273087122e-06,0.002537854830528113,3.271687892845739e+54,1.2433220040996835e+50,3.271812225271409e+54
262.1942728832385,37360.20081412478,0.38867283647354506,1.0722672051939024,1.368961082169971,0.02996907505611949,1.368961082169971,0.0025260147541052405,1.1548181937779707e-06,0.0025271695749394286,3.257840119682431e+54,1.2881788380133506e+50,3.257968937860774e+54
262.1942728832385,38686.73199240156,0.38867283647354506,1.149756978235909,1.366956519453972,0.02997511504164955,1.3669565194539746,0.0025149242264741584,1.1964574559821237e-06,0.002516120688904778,3.243521125955554e+54,1.3346280425031444e+50,3.243654589314746e+54
262.1942728832385,40060.3680406429,0.38867283647354506,1.2328467219970403,1.3648743990105472,0.02998797766971012,1.3648743990105472,0.002503458032342952,1.2395746820388219e-06,0.0025046976085430148,3.228717228579092e+54,1.3827260369503644e+50,3.228855501352125e+54
262.1942728832385,41482.78195798674,0.38867283647354506,1.3219411308125597,1.3627162939032353,0.029992035358808494,1.3627162939032353,0.002491602827772273,1.284222300564334e-06,0.0024928870510748193,3.213411211756148e+54,1.4325313169850208e+50,3.2135544649996195e+54
262.1942728832385,42955.70618530855,0.38867283647354506,1.4174741451538135,1.3604796505312935,0.030005880783032058,1.3604796505312986,0.0024793462901487135,1.33045448103632e-06,0.0024806767475750217,3.197587179222969e+54,1.4841043210985645e+50,3.1977355899836534e+54
262.1942728832385,44480.934718830256,0.38867283647354506,1.5199110651653012,1.3581578550749074,0.030003740119431035,1.3581578550749092,0.002466676412251116,1.3783274804136345e-06,0.00246805474166808,3.18122964298565e+54,1.5375078173622294e+50,3.1813833939834196e+54
262.1942728832385,46060.325298999065,0.38867283647354506,1.6297508169412018,1.35574936451882,0.030031688892620666,1.35574936451882,0.0024535797946264658,1.4278993699661625e-06,0.002455007694083032,3.164321318756454e+54,1.5928065987906541e+50,3.1644805994259936e+54
262.1942728832385,47695.80167733294,0.38867283647354506,1.7475283825794088,1.3532526211010485,0.030015570178350316,1.3532526211010494,0.0024400424796828697,1.4792303667979823e-06,0.0024415217115974874,3.146844202803797e+54,1.6500678532293142e+50,3.1470092097617885e+54
262.1942728832385,49389.35596401087,0.38867283647354506,1.8738174058488488,1.3506590564441037,0.03002457375085976,1.3506590564441037,0.0024260514339677127,1.5323828005756264e-06,0.0024275838173195455,3.128781485828328e+54,1.709361126331045e+50,3.1289524220024557e+54
262.1942728832385,51143.051059100464,0.38867283647354506,2.0092329861611025,1.3479710298020975,0.03004815166950804,1.3479710298020975,0.0024115919621248076,1.5874211987961494e-06,0.0024131793842457564,3.1101142142992976e+54,1.7707584167649683e+50,3.110291290243844e+54
262.1942728832385,52959.023170409666,0.38867283647354506,2.154434674454654,1.3451818209952597,0.030032748771095307,1.3451818209952633,0.0023966498275608743,1.6444124116167743e-06,0.002398294241860721,3.090824028451501e+54,1.8343343155645315e+50,3.091007462093716e+54
