e_c_qm,e_c_dm,p_c_qm,p_c_dm,R_quark_km,R_dm_km,R_total_km,M_quark_sol,M_dm_sol,M_total_sol,N_quark,N_dm,N_total
262.1942728832385,1.105263445448175,0.38867283647354506,0.9999999999999858,1.4128234337976027,487764.7061541629,487764.7061541629,0.0027766765170358157,105681.86209166322,105681.86486834647,3.581524968357508e+54,1.346393469466444e+65,1.3463934695022592e+65
262.1942728832385,1.185137744464545,0.38867283647354506,1.07226722201031,1.41204053136977,487760.84105963964,487760.84105963964,0.0027720690663860584,105681.35386012089,105681.35663222322,3.575576951450103e+54,1.3463840225515179e+65,1.346384022587274e+65
262.1942728832385,1.2707843371117278,0.38867283647354506,1.1497569953977218,1.4112042878847333,487756.97539030825,487756.97539030825,0.002767142787794837,105680.76760984576,105680.77037699401,3.569217357143969e+54,1.346373125300748e+65,1.34637312533644e+65
262.1942728832385,1.3626203710148368,0.38867283647354506,1.2328467394420521,1.4103081914160582,487753.1110108369,487753.1110108369,0.002761876690814404,105680.11142472053,105680.11418665202,3.562419090985525e+54,1.3463609283203038e+65,1.3463609283559287e+65
262.1942728832385,1.4610931398989433,0.38867283647354506,1.3219411484660168,1.4093493000762305,487749.136009732,487749.136009732,0.0027562485590323983,105679.392828941,105679.39558521901,3.555153476385977e+54,1.3463475711582337e+65,1.3463475711937856e+65
262.1942728832385,1.5666822621641496,0.38867283647354506,1.4174741629267917,1.4083259938974924,487745.2026232887,487745.2026232887,0.002750234903577126,105678.6193234486,105678.62207368598,3.5473901946700805e+54,1.3463331934456728e+65,1.346333193481147e+65
262.1942728832385,1.6799020168998797,0.38867283647354506,1.519911082952921,1.4072276361808977,487741.3375112392,487741.3375112392,0.002743810915263252,105677.79794250321,105677.8006863345,3.539097223389033e+54,1.3463179253552213e+65,1.3463179253906126e+65
262.1942728832385,1.8013038487167132,0.38867283647354506,1.6297508346206322,1.4060532576274645,487737.45720330783,487737.45720330783,0.002736950421112389,105676.93615749416,105676.93889444738,3.530240780279653e+54,1.3463019067354195e+65,1.346301906770722e+65
262.1942728832385,1.9314790535953725,0.38867283647354506,1.7475284000076725,1.4047974747391516,487733.66405886813,487733.66405886813,0.0027296258440055697,105676.04021735999,105676.04294704698,3.520785271285441e+54,1.3462852527857176e+65,1.3462852528209262e+65
262.1942728832385,2.0710616588343886,0.38867283647354506,1.8738174228603717,1.4034553110163805,487729.9257426508,487729.9257426508,0.0027218081663657077,105675.11689545632,105675.11961730555,3.510693243791667e+54,1.3462680900814458e+65,1.3462680901165532e+65
262.1942728832385,2.2207315111239097,0.38867283647354506,2.009233002565036,1.402019667030222,487726.2755789722,487726.2755789722,0.002713466900370141,105674.17226163989,105674.17497512247,3.499925348301073e+54,1.3462505313743088e+65,1.3462505314093081e+65
262.1942728832385,2.3812175877857915,0.38867283647354506,2.1544346900318714,1.4004865215940743,487722.74314453086,487722.74314453086,0.002704570063634901,105673.2120816303,105673.2147862056,3.488440307190658e+54,1.3462326836646697e+65,1.3462326836995542e+65
262.1942728832385,2.553301547307811,0.38867283647354506,2.3101297000831487,1.3988458570500133,487719.28359599644,487719.28359599644,0.002695084164480456,105672.24200845782,105672.24470357539,3.476194895852835e+54,1.3462146522394036e+65,1.3462146522741659e+65
262.1942728832385,2.7378215364651624,0.38867283647354506,2.477076355991699,1.3970953644200075,487715.9334006861,487715.9334006861,0.002684974196257632,105671.26696378783,105671.26964877173,3.463143935546696e+54,1.3461965280806914e+65,1.346196528115323e+65
262.1942728832385,2.93567627257226,0.38867283647354506,2.656087782946675,1.39522449814808,487712.74171606323,487712.74171606323,0.0026742036444232617,105670.29221530697,105670.2948895691,3.449240302731688e+54,1.3461784097382192e+65,1.3461784097727123e+65
262.1942728832385,3.147829420747059,0.38867283647354506,2.8480358684357907,1.3932272740112466,487709.7027223693,487709.7027223693,0.002662734505403964,105669.3220245269,105669.32468727438,3.4344349536328724e+54,1.3461603758871387e+65,1.346160375921483e+65
262.1942728832385,3.3753142875086426,0.38867283647354506,3.053855508833405,1.3910952941173627,487706.6967138198,487706.6967138198,0.0026505273245691742,105668.36089036136,105668.36354089905,3.418676973493787e+54,1.3461425106414683e+65,1.346142510675655e+65
262.1942728832385,3.6192388535676487,0.38867283647354506,3.2745491628777175,1.3888196017823435,487703.88756451395,487703.88756451395,0.0026375412486903944,105667.41254701148,105667.41518456159,3.4019136445550386e+54,1.3461248829289106e+65,1.34612488296293e+65
262.1942728832385,3.880791170322724,0.38867283647354506,3.511191734215121,1.3863920916925927,487701.21462934266,487701.21462934266,0.0026237341016475814,105666.48082608137,105666.48344982149,3.384090544057134e+54,1.3461075645290024e+65,1.3461075645628433e+65
262.1942728832385,4.1612451463467215,0.38867283647354506,3.7649358067924603,1.3838023025700512,487698.66064695147,487698.66064695147,0.0026090624827132427,105665.56877586381,105665.57138494505,3.365151671412874e+54,1.3460906116793552e+65,1.3460906117130067e+65
