e_c_qm,e_c_dm,p_c_qm,p_c_dm,R_quark_km,R_dm_km,R_total_km,M_quark_sol,M_dm_sol,M_total_sol,N_quark,N_dm,N_total
262.1942728832385,455741482.2406658,0.38867283647354506,0.9999999687974268,1.420115179678788,5.501034163230047e-05,1.420115179678788,0.002819894643379058,2.848855795411778e-10,0.002819894928264638,3.637309381318751e+54,3.177755836127766e+46,3.637309413096309e+54
262.1942728832385,457334234.1673678,0.38867283647354506,1.0722671900541119,1.4201027553958019,5.501141844213206e-05,1.4201027553958019,0.0028198171435719036,2.858971635376847e-10,0.002819817429469067,3.637209298545316e+54,3.1890395499476616e+46,3.6372093304357114e+54
262.1942728832385,458932552.54253507,0.38867283647354506,1.14975696278497,1.420088998362472,5.5012564963807095e-05,1.420088998362472,0.00281973918121306,2.8691337630463866e-10,0.002819739468126437,3.637108618443243e+54,3.200374895488728e+46,3.637108650446992e+54
262.1942728832385,460536456.8205182,0.38867283647354506,1.2328467062909545,1.4200764156209236,5.501378581695761e-05,1.4200764156209236,0.002819660904110858,2.8793430911928883e-10,0.002819661192045168,3.637007531888053e+54,3.2117628909107063e+46,3.6370075640056816e+54
262.1942728832385,462145966.5236875,0.38867283647354506,1.32194111491868,1.4200630313254687,5.50150857901713e-05,1.4200630313254687,0.002819582276421861,2.889600584282468e-10,0.0028195825653819194,3.636905992592135e+54,3.2232046120355336e+46,3.636906024824182e+54
262.1942728832385,463761101.242671,0.38867283647354506,1.417474129152117,1.4200493470424933,5.5016469924511396e-05,1.4200493470424933,0.0028195032699122376,2.899907265905931e-10,0.002819503559902964,3.636803964096295e+54,3.234701200636347e+46,3.636803996443307e+54
262.1942728832385,465381880.6365975,0.38867283647354506,1.519911049150198,1.4200359252561348,5.5017943770977735e-05,1.420035925256135,0.002819423848446498,2.910264225563805e-10,0.002819424139472922,3.636701399742434e+54,3.2462538720059973e+46,3.6367014322049744e+54
262.1942728832385,467008324.4333357,0.38867283647354506,1.629750801023343,1.4200227929145715,5.50195130837431e-05,1.4200227929145715,0.0028193440256875694,2.9206726157051515e-10,0.0028193443177548312,3.636598317152234e+54,3.25786391165391e+46,3.636598349730874e+54
262.1942728832385,468640452.4297395,0.38867283647354506,1.7475283668875106,1.4200090963642744,5.502118403130298e-05,1.4200090963642744,0.0028192638126784343,2.931133660597309e-10,0.002819264105791801,3.636494730607077e+54,3.2695326851999586e+46,3.636494763302404e+54
262.1942728832385,470278284.49188995,0.38867283647354506,1.8738173905320437,1.4199958332671463,5.502296326285429e-05,1.4199958332671576,0.0028191832016439453,2.9416486624785505e-10,0.0028191834958088894,3.63639063006523e+54,3.281261645237497e+46,3.636390662877947e+54
262.1942728832385,471921840.5553412,0.38867283647354506,2.0092329713911465,1.4199827371435982,5.50248577500871e-05,1.4199827371435982,0.0028191021612704605,2.952219003136585e-10,0.0028191024564923613,3.636285975081006e+54,3.2930523330941205e+46,3.63628600801153e+54
262.1942728832385,473571140.6253662,0.38867283647354506,2.154434660428817,1.4199685072876262,5.5026874944144694e-05,1.4199685072876262,0.002819020689522014,2.962846149833402e-10,0.0028190209858066292,3.6361807630253906e+54,3.3049063854406346e+46,3.6361807960744546e+54
262.1942728832385,475226204.77720314,0.38867283647354506,2.3101296725274536,1.419955217478687,5.502902280349095e-05,1.419955217478697,0.002818938767829157,2.9735316647397433e-10,0.002818939065182374,3.63607496992361e+54,3.3168255448147995e+46,3.6360750030919306e+54
262.1942728832385,476887053.1563049,0.38867283647354506,2.4770763310267108,1.4199402537750891,5.503130982421368e-05,1.4199402537750891,0.0028188563862169684,2.9842772104506495e-10,0.0028188566846446893,3.6359685828910634e+54,3.3288116657737127e+46,3.63596861617918e+54
262.1942728832385,478553705.978587,0.38867283647354506,2.6560877611901974,1.419926722336321,5.503374490263302e-05,1.4199267223363212,0.002818773597166585,2.9950845498114e-10,0.0028187738966750425,3.635861669690094e+54,3.340866714699672e+46,3.635861703098764e+54
262.1942728832385,480226183.5306787,0.38867283647354506,2.8480358505887473,1.4199132636201464,5.503633774291085e-05,1.4199132636201464,0.002818690197746476,3.0059555661793594e-10,0.0028186904983420326,3.6357539682879715e+54,3.3529927924014764e+46,3.6357540018179e+54
262.1942728832385,481904506.1701741,0.38867283647354506,3.0538554956889943,1.4198991003420807,5.5039098474172e-05,1.4198991003420807,0.0028186064124250147,3.0168922571101264e-10,0.0028186067141142404,3.635645768523434e+54,3.3651921270715577e+46,3.6356458021753556e+54
262.1942728832385,483588694.32588613,0.38867283647354506,3.2745491553314263,1.419885193238792,5.504203800527837e-05,1.419885193238792,0.002818522021550592,3.0278967534621065e-10,0.0028185223243402677,3.635536786771923e+54,3.377467095596399e+46,3.635536820546594e+54
262.1942728832385,485278768.4980988,0.38867283647354506,3.5111917332763243,1.4198704138436629,5.5045167873412436e-05,1.4198704138436629,0.002818437154780153,3.038971323060665e-10,0.002818437458677286,3.635427190452543e+54,3.3898202276437585e+46,3.635427224350746e+54
262.1942728832385,486974749.1715154,0.38867283647354506,3.764935800096435,1.419855516202521,5.5048500426422806e-05,1.419855516202521,0.0028183516426598648,3.0501183811656387e-10,0.0028183519476717035,3.63531676075084e+54,3.402254217338778e+46,3.635316794773383e+54
262.1942728832385,488676657.0637491,0.38867283647354506,4.037017243306284,1.4198416196417378,5.5052048776394484e-05,1.4198416196417378,0.0028182656265227897,3.0613405030146283e-10,0.0028182659326568423,3.635205680159673e+54,3.414771937255555e+46,3.635205714307393e+54
262.1942728832385,490384512.90402323,0.38867283647354506,4.328761256153274,1.4198278040698764,5.505582688940113e-05,1.4198278040698764,0.002818179042478341,3.072640427662228e-10,0.002818179349742384,3.635093866182346e+54,3.427376442699597e+46,3.6350939004561107e+54
262.1942728832385,492098337.4810728,0.38867283647354506,4.641588797903943,1.4198130249253198,5.5059849532283187e-05,1.4198130249253198,0.0028180917641942673,3.0840210768491185e-10,0.002818092072596375,3.634981155688037e+54,3.4400709927556814e+46,3.6349811900887476e+54
262.1942728832385,493818151.6563945,0.38867283647354506,4.977023516603023,1.4197991733803246,5.5064132636250493e-05,1.4197991733803246,0.002818003887345709,3.095485567504323e-10,0.002818004196894267,3.634867672211491e+54,3.452859064233539e+46,3.634867706740081e+54
262.1942728832385,495543976.36450833,0.38867283647354506,5.336699170105875,1.4197827788201693,5.506869297683453e-05,1.4197827788201693,0.0028179153468346485,3.107037217881437e-10,0.002817915657538371,3.634753331693054e+54,3.4657443585126475e+46,3.6347533663504977e+54
