Number Density,Energy Density,Pressure,mu_u,mu_d,mu_s,mu_e
0.2524191424384238,1.044527454873051,0.0,283.76668074929773,291.1728891445655,291.1728891445655,7.406208395267746
0.25282612978593033,1.0462120332912224,0.0005427213940527327,283.91907697440934,291.32151958136797,291.32151958136797,7.402442606958644
0.25323377333842706,1.0479002037961656,0.0010866188867257036,284.071555083681,291.4702335859216,291.4702335859216,7.398678502240597
0.2536420741539455,1.0495919741197401,0.0016316950315532783,284.2241151189197,291.6190312082969,291.6190312082969,7.3949160893772214
0.25405103329222095,1.0512873519685486,0.002177952374447758,284.37675712411243,291.767912492079,291.767912492079,7.391155367966601
0.2544606518146993,1.0529863450657362,0.0027253934668109423,284.52948114327046,291.91687748087685,291.91687748087685,7.387396337606389
0.2548709307845361,1.0546889611510106,0.003274020865540622,284.6822872204282,292.06592621832175,292.06592621832175,7.383638997893555
0.25528187126660284,1.0563952079806918,0.003823837133047844,284.83517539964424,292.21505874806877,292.21505874806877,7.379883348424549
0.255693474327486,1.0581050933277385,0.0043748448372646475,284.9881457250004,292.3642751137959,292.3642751137959,7.376129388795491
0.25610574103549394,1.0598186249817896,0.004927046551658815,285.1411982406027,292.51357535920437,292.51357535920437,7.372377118601685
0.25651867246065524,1.0615358107491926,0.00548044485524285,285.2943329905803,292.66295952801835,292.66295952801835,7.3686265374380255
0.256932269674726,1.063256658453052,0.006035042332590154,285.447550019087,292.81242766398583,292.81242766398583,7.3648776448988285
0.2573465337511881,1.064981175933248,0.006590841573840964,285.60084937029904,292.9619798108771,292.9619798108771,7.361130440578055
0.2577614657652565,1.0667093710464914,0.007147845174721451,285.75423108841784,293.1116160124866,293.1116160124866,7.3573849240687705
0.2581770667938776,1.0684412516663433,0.007706055736549214,285.9076952176674,293.26133631263133,293.26133631263133,7.3536410949638915
0.2585933379157363,1.0701768256832633,0.008265475866250272,286.0612418022965,293.4111407551521,293.4111407551521,7.3498989528555905
0.25901028021125466,1.0719161010046372,0.008826108176367269,286.21487088657676,293.5610293839124,293.5610293839124,7.346158497335642
0.2594278947625988,1.0736590855548214,0.009387955285075234,286.3685825148045,293.71100224279957,293.71100224279957,7.3424197279951136
0.2598461826536777,1.0754057872751688,0.009951019816189647,286.52237673129906,293.86105937572376,293.86105937572376,7.338682644424678
0.26026514497014985,1.0771562141240798,0.010515304399183351,286.6762535804045,294.01120082661896,294.01120082661896,7.334947246214474
0.26068478279942225,1.0789103740770216,0.011080811669193353,286.8302131064878,294.16142663944186,294.16142663944186,7.331213532954037
0.26110509723065733,1.0806682751265841,0.011647544267039098,286.9842553539407,294.31173685817333,294.31173685817333,7.327481504232637
0.2615260893547714,1.0824299252824954,0.012215504839227584,287.13838036717783,294.46213152681656,294.46213152681656,7.323751159638714
0.2619477602644419,1.0841953325716793,0.012784696037972804,287.29258819063875,294.612610689399,294.612610689399,7.320022498760253
0.2623701110541058,1.0859645050382762,0.01335512052120249,287.4468788687861,294.7631743899709,294.7631743899709,7.316295521184835
0.2627931428199671,1.087737450743693,0.013926780952574574,287.6012524461071,294.91382267260656,294.91382267260656,7.312570226499463
0.26321685665999467,1.0895141777666244,0.01449968000148473,287.75570896711207,295.0645555814028,295.0645555814028,7.308846614290714
0.2636412536739303,1.091294694203111,0.015073820343085041,287.9102484763363,295.2153731604808,295.2153731604808,7.3051246841445066
0.2640663349632865,1.093079008166553,0.015649204658289194,288.06487101833795,295.36627545398426,295.36627545398426,7.301404435646305
0.26449210163135406,1.0948671277877708,0.016225835633792252,288.2195766377002,295.51726250608135,295.51726250608135,7.297685868381173
0.2649185547832005,1.0966590612150195,0.016803715962075694,288.3743653790292,295.6683343609626,295.6683343609626,7.29396898193343
0.26534569552567716,1.098454816614051,0.017382848341427566,288.52923728695606,295.8194910628432,295.8194910628432,7.290253775887127
0.26577352496741796,1.1002544021681249,0.01796323547594705,288.684192406135,295.97073265596066,295.97073265596066,7.286540249825649
0.2662020442188466,1.1020578260780707,0.018544880075564218,288.83923078124513,296.122059184577,296.122059184577,7.2828284033318385
0.26663125439217455,1.103865096562306,0.01912778485604658,288.9943524569886,296.27347069297696,296.27347069297696,7.27911823598836
0.2670611566014093,1.105676221856892,0.01971195253901741,289.1495574780926,296.4249672254697,296.4249672254697,7.275409747377062
0.26749175196235186,1.1074912102155527,0.020297385851962335,289.3048458893077,296.57654882638695,296.57654882638695,7.271702937079217
0.26792304159260477,1.1093100699097305,0.020884087528247254,289.4602177354089,296.72821554008493,296.72821554008493,7.267997804676028
0.26835502661157035,1.1111328092286088,0.021472060307126655,289.61567306119485,296.87996741094264,296.87996741094264,7.264294349747769
0.26878770814045766,1.112959436479164,0.022061306933760298,289.771211911489,297.0318044833633,297.0318044833633,7.26059257187434
0.26922108730228167,1.1147899599861912,0.02265183015922201,289.926834331138,297.18372680177333,297.18372680177333,7.256892470635295
0.26965516522187016,1.1166243880923556,0.023243632740516565,290.08254036501364,297.33573441062316,297.33573441062316,7.253194045609525
0.2700899430258622,1.1184627291582143,0.023836717440587626,290.23833005801083,297.48782735438624,297.48782735438624,7.249497296375415
0.27052542184271583,1.1203049915622745,0.02443108702833601,290.39420345504954,297.64000567756057,297.64000567756057,7.245802222511046
0.2709616028027061,1.1221511837010119,0.02502674427862661,290.55016060107306,297.7922694246669,297.7922694246669,7.24210882359386
0.27139848703793285,1.1240013139889282,0.025623691972307457,290.7062015410496,297.94461864025044,297.94461864025044,7.238417099200849
0.2718360756823188,1.1258553908585718,0.02622193289621619,290.8623263199709,298.09705336887936,298.09705336887936,7.234727048908461
